1.700000	12.500000	1.000000	0	0	0	0	0	0	0	
1.700000	12.500000	-1.000000	0	0	0	0	0	0	0	
1.700000	12.600000	1.000000	0	0	0	0	0	0	0	
1.700000	12.600000	-1.000000	0	0	0	0	0	0	0	
1.800000	12.400000	1.000000	0	0	0	0	0	0	0	
1.800000	12.400000	-1.000000	0	0	0	0	0	0	0	
1.800000	12.500000	1.000000	0	0	0	0	0	0	0	
1.800000	12.500000	-1.000000	0	0	0	0	0	0	0	
1.800000	12.600000	1.000000	0	0	0	0	0	0	0	
1.800000	12.600000	-1.000000	0	0	0	0	0	0	0	
1.800000	12.700000	1.000000	0	0	0	0	0	0	0	
1.800000	12.700000	-1.000000	0	0	0	0	0	0	0	
1.900000	12.400000	1.000000	0	0	0	0	0	0	0	
1.900000	12.400000	-1.000000	0	0	0	0	0	0	0	
1.900000	12.500000	2.000000	0	0	0	0	0	0	0	
1.900000	12.500000	-2.000000	0	0	0	0	0	0	0	
1.900000	12.600000	2.000000	0	0	0	0	0	0	0	
1.900000	12.600000	-2.000000	0	0	0	0	0	0	0	
1.900000	12.700000	1.000000	0	0	0	0	0	0	0	
1.900000	12.700000	-1.000000	0	0	0	0	0	0	0	
1.900000	12.800000	1.000000	0	0	0	0	0	0	0	
1.900000	12.800000	-1.000000	0	0	0	0	0	0	0	
2.000000	12.400000	1.000000	0	0	0	0	0	0	0	
2.000000	12.400000	-1.000000	0	0	0	0	0	0	0	
2.000000	12.500000	2.000000	0	0	0	0	0	0	0	
2.000000	12.500000	-2.000000	0	0	0	0	0	0	0	
2.000000	12.600000	2.000000	0	0	0	0	0	0	0	
2.000000	12.600000	-2.000000	0	0	0	0	0	0	0	
2.000000	12.700000	2.000000	0	0	0	0	0	0	0	
2.000000	12.700000	-2.000000	0	0	0	0	0	0	0	
2.000000	12.800000	1.000000	0	0	0	0	0	0	0	
2.000000	12.800000	-1.000000	0	0	0	0	0	0	0	
2.100000	12.300000	1.000000	0	0	0	0	0	0	0	
2.100000	12.300000	-1.000000	0	0	0	0	0	0	0	
2.100000	12.400000	1.000000	0	0	0	0	0	0	0	
2.100000	12.400000	-1.000000	0	0	0	0	0	0	0	
2.100000	12.500000	2.000000	0	0	0	0	0	0	0	
2.100000	12.500000	-2.000000	0	0	0	0	0	0	0	
2.100000	12.600000	3.000000	0	0	0	0	0	0	0	
2.100000	12.600000	-3.000000	0	0	0	0	0	0	0	
2.100000	12.700000	2.000000	0	0	0	0	0	0	0	
2.100000	12.700000	-2.000000	0	0	0	0	0	0	0	
2.100000	12.800000	1.000000	0	0	0	0	0	0	0	
2.100000	12.800000	-1.000000	0	0	0	0	0	0	0	
2.200000	12.300000	1.000000	0	0	0	0	0	0	0	
2.200000	12.300000	-1.000000	0	0	0	0	0	0	0	
2.200000	12.400000	2.000000	0	0	0	0	0	0	0	
2.200000	12.400000	-2.000000	0	0	0	0	0	0	0	
2.200000	12.500000	2.000000	0	0	0	0	0	0	0	
2.200000	12.500000	-2.000000	0	0	0	0	0	0	0	
2.200000	12.600000	3.000000	0	0	0	0	0	0	0	
2.200000	12.600000	-3.000000	0	0	0	0	0	0	0	
2.200000	12.700000	2.000000	0	0	0	0	0	0	0	
2.200000	12.700000	-2.000000	0	0	0	0	0	0	0	
2.200000	12.800000	1.000000	0	0	0	0	0	0	0	
2.200000	12.800000	-1.000000	0	0	0	0	0	0	0	
2.300000	12.200000	1.000000	0	0	0	0	0	0	0	
2.300000	12.200000	-1.000000	0	0	0	0	0	0	0	
2.300000	12.300000	1.000000	0	0	0	0	0	0	0	
2.300000	12.300000	-1.000000	0	0	0	0	0	0	0	
2.300000	12.400000	2.000000	0	0	0	0	0	0	0	
2.300000	12.400000	-2.000000	0	0	0	0	0	0	0	
2.300000	12.500000	3.000000	0	0	0	0	0	0	0	
2.300000	12.500000	-3.000000	0	0	0	0	0	0	0	
2.300000	12.600000	3.000000	0	0	0	0	0	0	0	
2.300000	12.600000	-3.000000	0	0	0	0	0	0	0	
2.300000	12.700000	2.000000	0	0	0	0	0	0	0	
2.300000	12.700000	-2.000000	0	0	0	0	0	0	0	
2.300000	12.800000	1.000000	0	0	0	0	0	0	0	
2.300000	12.800000	-1.000000	0	0	0	0	0	0	0	
